商品ID,商品自定义ID,商品条形码,商品名称,货架号,所属品牌,前台一级分类,前台二级分类,后台一级分类,后台二级分类,后台三级分类,商品属性,销售价格,库存数量,是否上线,每单限购,商品类型,重量(g)
15761343750740793,,6925303710910,统一汤达人酸酸辣辣豚骨面130g*5,,统一,方便食品,方便面/粉丝,便利食品,方便速食,方便面,,26.9,5,上线,不限购,标品,650
15761343750740791,,6944500272250,玲珑王扶农茶・玲珑绿茶160g,,其他,酒水饮料,冲调饮品,饮料,茶饮料,绿茶饮料,,69,0,上线,不限购,非标品,160
15761343740740566,,6951163601297,一枝笔芒果汁310ml,,一枝笔,酒水饮料,综合饮料,其他,其他,其他,,4.8,42,上线,不限购,非标品,310
15761343740740663,,6920908402024,雪碧汽水清爽柠檬味500ml,,可口可乐,酒水饮料,综合饮料,饮料,碳酸饮料,加味汽水,,3.5,47,上线,不限购,标品,500
15761343740740622,,6923644266318,蒙牛特仑苏纯牛奶250ml*12,,蒙牛,乳品饮料,,乳制品,常温奶,常温全脂牛奶,,77,0,上线,不限购,标品,3000
15761343740740675,,6908512208720,雪碧汽水清爽柠檬味(听装)330ml,,雪碧,酒水饮料,综合饮料,饮料,碳酸饮料,加味汽水,,3,58,上线,不限购,标品,330
15761343730740248,,6902022137273,蓝月亮自然香亮白增艳洗衣液2kg,,蓝月亮,清洁洗护,清洁护理,日化用品,衣物清洁/护理,洗衣液,,48,5,上线,不限购,标品,2000
15761343740740654,,4897022620318,京都念慈C乌梅糖60g,,念慈C,休闲零食,即食食品,休闲食品,糖果类,硬糖,,25,5,上线,不限购,标品,60
15761343740740629,,6938309700526,名仁苏打水360ml,,名仁,酒水饮料,综合饮料,饮料,饮用水,纯净水/饮用水,,3,53,上线,不限购,标品,360
15761343740740730,,6925303755461,统一小茗同学冷泡溜溜哒茶480ml,,统一,酒水饮料,综合饮料,饮料,茶饮料,红茶饮料,,5.5,22,上线,不限购,标品,480
15761343730740360,,6924693000403,元之源风干牛肉麻辣228g,,其他,休闲零食,即食食品,休闲食品,肉干肉脯,牛肉类,,69.90000000000001,3,上线,不限购,非标品,228
15761343740740635,,6922307205718,崂山珍品1905矿泉水5L,,崂山,酒水饮料,矿泉水,饮料,饮用水,矿泉水,,28,6,上线,不限购,标品,5000
15761343730740272,,6922255451427,百岁山矿泉水570ml,,百岁山,酒水饮料,矿泉水,饮料,饮用水,矿泉水,,3,37,上线,不限购,标品,570
15761343730740282,,6921355600216,和一坊黄菊罐装15g,,其他,酒水饮料,冲调饮品,茶,花茶,菊花茶,,35,10,上线,不限购,非标品,15
15761343740740647,,6948505400236,欣和六月鲜特级原汁酱油500ml,,欣和,粮油副食,调味料,调味品,调味汁,生抽,,18.5,8,上线,不限购,标品,500
15761343740740717,,6917751430052,妙洁点断式增厚保鲜袋中号1*1,,妙洁,日用百货,,居家日用,一次性用品,保鲜袋,,16.8,9,上线,不限购,标品,100
15761343740740668,,6970153970038,造险理箱55L,,其他,日用百货,,居家日用,家庭收纳用品,收纳箱,,114,0,上线,不限购,非标品,500
15761343740740642,,6920584471017,旺旺旺仔牛奶245ml,,旺旺,乳品饮料,,乳制品,常温奶,常温全脂牛奶,,6.5,22,上线,不限购,标品,245
15761343730740277,,6924693000304,元之源风干牛肉原味118g,,其他,休闲零食,即食食品,休闲食品,肉干肉脯,牛肉类,,46,5,上线,不限购,非标品,118
15761343730740323,,6920934802089,吕梁野山坡野味部落沙棘380ml,,吕梁,酒水饮料,综合饮料,其他,其他,其他,,14,21,上线,不限购,非标品,380
15761343740740588,,6934990601005,沂蒙人家黄金小米2.4kg（300g*8袋）,,其他,粮油副食,米面,粮油米面,杂粮粗粮,小米,,94,0,上线,不限购,非标品,2400
15761343740740581,,6913936091087,景芝蓝标45°500ml,,景芝,酒水饮料,酒类,酒,白酒,高度白酒,,18,10,上线,不限购,标品,500
15761343730740299,,6951239709469,国杞天香铁罐枸杞(特优级)120g,,国杞天香,南北干货,枸杞阿胶,粮油米面,南北干货,枸杞,,48,3,上线,不限购,非标品,120
15761343730740242,,6921355600575,和一坊简装优品16朵,,其他,酒水饮料,冲调饮品,茶,花茶,菊花茶,,89,4,上线,不限购,非标品,50
15761343740740558,,6934046866853,柳絮红薯直粉条500gx6,,柳絮,粮油副食,米面,其他,其他,其他,,90,0,上线,不限购,非标品,3000
15761343700738249,,6959479300422,沃隆每日坚果A175g,,沃隆,休闲零食,干果炒货,休闲食品,坚果炒货,混合坚果/坚果礼包,,42,9,上线,不限购,标品,175
15761343700738148,,6971503880021,悦泰海龙室内除菌剂260ml,,其他,日用百货,,日化用品,室内除湿去味,空气消毒剂/甲醛清除剂,,102,7,上线,不限购,非标品,260
15761343690737849,,6951163601679,一枝笔山楂果肉饮料245ml,,其他,酒水饮料,综合饮料,其他,其他,其他,,4,151,上线,不限购,非标品,245
15761343700738242,,6920934800092,野山坡沙棘汁350ml,,吕梁,酒水饮料,综合饮料,饮料,果汁饮料,单种果汁饮料,,7,22,上线,不限购,标品,350
15761343700738159,,6908471004340,养元六个核桃核桃乳240ml,,六个核桃,乳品饮料,,休闲食品,坚果炒货,核桃,,4.5,100,上线,不限购,标品,240
15761343670736281,,6924882345773,舒蕾薰衣草舒缓香氛沐浴露1L,,舒蕾,清洁洗护,洗发沐浴,个护清洁,沐浴,沐浴露,,39,29,上线,不限购,标品,1000
15761343660735885,,3328150027041,名庄荟柏图世家臻选干红葡萄酒750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,405,6,上线,不限购,非标品,750
15761343720739720,,6924531601755,长城\FD-1重负荷发动机冷却液4kg4L塑,,其他,日用百货,,汽车用品,其他类汽车用品,其他汽车用品,,48,0,上线,不限购,非标品,4000
15761343700738179,,6913936051432,景阳春六年坛礼盒35°1500ml,,景阳春,酒水饮料,酒类,其他,其他,其他,,75,5,上线,不限购,非标品,1500
15761343720739474,,6901035609654,青岛奥古特罐装12°500ml,,青岛啤酒,酒水饮料,酒类,酒,啤酒,黄啤,,9.9,24,下线,不限购,标品,500
15761343720739997,,6903148045190,海飞丝去屑洗发露柔润滋养型400ml,,海飞丝,清洁洗护,洗发沐浴,个护清洁,洗发护发,洗发水/洗发露/洗发膏,,59,5,上线,不限购,标品,400
15761343720739443,,6922307202014,崂山饮用天然矿泉水550ml,,崂山,酒水饮料,矿泉水,饮料,饮用水,矿泉水,,2.5,77,上线,不限购,非标品,550
15761343700738116,,6944500272021,玲珑王小叶茶红茶5号120g,,其他,酒水饮料,冲调饮品,其他,其他,其他,,276,0,上线,不限购,非标品,120
15761343670736255,,6920774471308,南山庄园天尊干红葡萄酒750ml,,南山庄园,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,78,14,上线,不限购,非标品,750
15761343700738137,,9310692111115,澳诺雅大地之选洗碗液-柠檬清新1L,,其他,清洁洗护,清洁护理,其他,其他,其他,,65,33,上线,不限购,非标品,1000
15761343640734965,,6947210802588,黑土稻花香真空装绿色五常大米5kg,,其他,粮油副食,米面,粮油米面,大米,粳米,,89,31,上线,不限购,非标品,5000
15761343730740234,,6937507966826,鲁誉小磨香油200ml,,其他,粮油副食,食用油,调味品,调味汁,芝麻油,,15.6,13,上线,不限购,非标品,200
15761343690737599,,6920774468933,南山庄园庄园葡萄酒750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,78,16,上线,不限购,非标品,750
15761343700738224,,6951239709452,国杞天香铁罐枸杞(特优级)240g,,国杞天香,南北干货,枸杞阿胶,粮油米面,南北干货,枸杞,,72,0,上线,不限购,非标品,240
15761343720739468,,6922554705016,康师傅冰红茶500ml,,康师傅,酒水饮料,综合饮料,饮料,茶饮料,红茶饮料,,3.5,96,上线,不限购,标品,500
15761343710739143,,4897036692189,Monster（魔爪）芒果狂欢能量风味饮料330ml,,其他,酒水饮料,综合饮料,其他,其他,其他,,6.8,56,上线,不限购,非标品,330
15761343660735640,,3263070035687,名庄荟西勒骐麟紫标干红750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,430,6,上线,不限购,非标品,750
15761343650734996,,6924188286640,扳倒井新和古窖38°500ml,,其他,酒水饮料,酒类,其他,其他,其他,,69,37,上线,不限购,非标品,500
15761343720739655,,6902952890859,茅台迎宾酒（凤祥）500ml,,其他,酒水饮料,酒类,水果,西瓜类,特小凤西瓜,,166,3,上线,不限购,标品,500
15761343720739706,,6913936041891,景阳春白酒39°500ml,,鼎福,酒水饮料,酒类,酒,白酒,高度白酒,,66,4,上线,不限购,标品,500
15761343640734960,,6924188286664,扳倒井盛世新和42°500ml,,其他,酒水饮料,酒类,其他,其他,其他,,92,42,上线,不限购,非标品,500
15761343690737618,,6959479300316,沃隆每日坚果（A)袋装25g,,沃隆,休闲零食,干果炒货,休闲食品,坚果炒货,混合坚果/坚果礼包,,5.5,60,上线,不限购,标品,25
15761343680737349,,6901221949991,孔府家得意故交52°475ml,,其他,酒水饮料,酒类,其他,其他,其他,,129,8,上线,不限购,非标品,475
15761343660735909,,6901008277835,华东庄园特选级干白750ml,,其他,酒水饮料,酒类,酒,葡萄酒,白葡萄酒,,105,12,上线,不限购,非标品,750
15761343710739418,,6922808867323,崂陈茶语清心250g,,其他,酒水饮料,冲调饮品,其他,其他,其他,,94,4,上线,不限购,非标品,250
15761343720739620,,9369999803520,维高V555干红葡萄酒750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,237,0,上线,不限购,非标品,750
15761343670736244,,6903568107294,琅琊台中华贡酒52°500ml,,琅琊台,酒水饮料,酒类,酒,白酒,高度白酒,,225,4,上线,不限购,标品,500
15761343700738234,,9310692111214,澳诺雅洗碗液（芦荟精华）1L,,其他,清洁洗护,清洁护理,居家日用,餐具水具,碗,,65,30,上线,不限购,非标品,1000
15761343710739346,,6952786600094,鼎升绿色立式0.5mm普通板油箱10L,,其他,日用百货,,其他,其他,其他,,81,5,上线,不限购,非标品,10000
15761343680737379,,6922808866975,崂陈正山小种200g,,其他,酒水饮料,冲调饮品,茶,红茶,正山小种,,498,0,上线,不限购,非标品,200
15761343720740004,,6910019013202,100年润发柔亮去屑套盒1*1,,100年润发,清洁洗护,洗发沐浴,个护清洁,洗发护发,洗发水/洗发露/洗发膏,,45,7,上线,不限购,标品,500
15761343650735010,,6970440826666,战马能量型维生素饮料310ml,,战马,酒水饮料,综合饮料,饮料,运动机能饮料,机能保健饮料,,6.5,278,上线,不限购,标品,310
15761343650735065,,6901008277842,华东庄园特选级蛇龙珠干红750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,165,10,上线,不限购,非标品,750
15761343690737591,,6943015106036,林恩晚宴红茶88g,,其他,酒水饮料,冲调饮品,其他,其他,其他,,210,4,上线,不限购,非标品,88
15761343670736609,,6922808866180,崂陈敬上好茶250g,,其他,酒水饮料,冲调饮品,其他,其他,其他,,837,0,上线,不限购,非标品,250
15761343660736095,,6922808866913,崂陈2015年老白茶350g,,其他,酒水饮料,冲调饮品,其他,其他,其他,,477,4,上线,不限购,非标品,350
15761343710739395,,6925843403891,味达美味极鲜酱油1.8L,,欣和,粮油副食,调味料,调味品,调味汁,老抽,,32,7,上线,不限购,标品,1800
15761343710739405,,6955150400078,圣牧有机纯牛奶(家庭环保装)250ml*12,,圣牧,乳品饮料,,乳制品,常温奶,常温全脂牛奶,,75,0,上线,不限购,标品,3000
15761343700738170,,6944312683992,鸥露本色厨房纸巾90抽2层,,其他,纸类用品,面巾/餐巾纸,居家日用,纸品湿巾,厨房纸,,10.8,68,下线,不限购,非标品,300
15761343720739461,,6940383100598,悦泰海龙柴油车尾气处理液(车用尿素液)10Kg,,其他,日用百货,,其他,其他,其他,,60,8,上线,不限购,非标品,10000
15761343700738218,,6901035611947,青岛奥古特听装礼盒500ml*6,,青岛啤酒,酒水饮料,酒类,酒,啤酒,黄啤,,94,5,上线,不限购,非标品,3000
15761343720739744,,6922808866081,崂陈获奖绿茶200g,,其他,酒水饮料,冲调饮品,饮料,茶饮料,绿茶饮料,,153,0,上线,不限购,非标品,200
15761343720739644,,6921355600209,和一坊玫瑰花冠.伴手礼15包,,其他,酒水饮料,冲调饮品,其他,其他,其他,,110,4,上线,不限购,非标品,50
15761343710739360,,6901035611961,青岛啤酒逸品纯生礼盒450ml*6,,青岛啤酒,酒水饮料,酒类,酒,啤酒,黄啤,,96,4,上线,不限购,非标品,2700
15761343720739754,,6922808866296,崂陈获奖红茶200g,,其他,酒水饮料,冲调饮品,其他,其他,其他,,153,0,上线,不限购,非标品,200
15761343710739371,,6924461516174,勐库茶宜行普洱生茶(袋装)8g,,勐库,酒水饮料,冲调饮品,茶,普洱茶,普洱生茶,,6,66,上线,不限购,非标品,8
15761343720739450,,6924693000397,元之源风干牛肉原味228g,,其他,休闲零食,即食食品,休闲食品,肉干肉脯,牛肉类,,69.90000000000001,5,上线,不限购,非标品,228
15761343710739383,,6971302850713,香镜缘生态米5kg,,其他,粮油副食,米面,粮油米面,大米,粳米,,66,6,上线,不限购,非标品,5000
15761343720739633,,9310692134169,澳诺雅大地之选重油污清洁剂600ml,,其他,清洁洗护,清洁护理,日化用品,厨房清洁,油污清洁剂,,78,17,上线,不限购,非标品,600
15761343670736231,,9310297652372,富邑奔富寇兰山FV2002干红葡萄酒750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,225,7,上线,不限购,非标品,750
15761343680737118,,6924882338058,舒蕾薰衣草舒缓香氛沐浴露650ml,,其他,清洁洗护,洗发沐浴,个护清洁,沐浴,沐浴露,,32,31,上线,不限购,标品,650
15761343670736629,,3295890191564,柏阁波尔多干红750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,192,5,上线,不限购,非标品,750
15761343690737611,,6959479300323,沃隆每日坚果（B)袋装25g,,沃隆,休闲零食,干果炒货,休闲食品,坚果炒货,混合坚果/坚果礼包,,5.5,62,上线,不限购,标品,25
15761343690737604,,6901008277828,华东庄园特选级干红750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,105,6,上线,不限购,非标品,750
15761343660735903,,6944312685231,鸥露本色竹柔巾软抽45抽,,其他,纸类用品,面巾/餐巾纸,居家日用,纸品湿巾,抽纸,,8.5,197,下线,不限购,非标品,300
15761343680737396,,6937942306904,赛派J500汽油机油SL/CF10W-40/SL/CF10W-404,,其他,日用百货,,汽车用品,汽车美容/保养,汽车机油,,213,4,上线,不限购,非标品,500
15761343680737403,,6955150400320,圣牧有机酸牛奶205g*12,,圣牧,乳品饮料,,乳制品,常温酸奶,常温原味酸奶,,82,0,上线,不限购,标品,2460
15761343680737363,,6937942306911,赛派SP\J600\SN/GF－5\5W/30汽机油\1L,,其他,日用百货,,其他,其他,其他,,90,8,上线,不限购,非标品,1000
15761343690737625,,6971503880014,悦泰海龙车内除菌剂150ml,,其他,日用百货,,汽车用品,汽车美容/保养,汽车清洗剂/养护剂,,78,10,上线,不限购,非标品,150
15761343680737059,,6939743661824,龙大花生油礼盒1.8L*2,,其他,粮油副食,食用油,粮油米面,食用油,花生油,,132,6,上线,不限购,非标品,3600
15761343690737860,,6944500272144,玲珑王小叶茶绿茶5号120g,,其他,酒水饮料,冲调饮品,茶,绿茶,其他绿茶,,240,0,上线,不限购,非标品,120
15761343680737355,,6913936068263,景阳春39°500ml,,景阳春,酒水饮料,酒类,其他,其他,其他,,69,10,上线,不限购,非标品,3000
15761343680737369,,6924531602974,长城福星\SJ15W-40汽机油3.5kg/4L-J塑3.5kg,,其他,日用百货,,汽车用品,汽车美容/保养,汽车机油,,102,7,上线,不限购,非标品,3500
15761343640734872,,8855790000141,卡拉宝维生素果味饮料250ml,,卡拉宝,酒水饮料,综合饮料,饮料,果汁饮料,单种果汁饮料,,6.9,569,上线,不限购,标品,250
15761343650735070,,6937942306614,赛派JUSTARJ600\SN5W－30汽机油4L,,其他,日用百货,,其他,其他,其他,,336,8,上线,不限购,非标品,4000
15761343640734961,,6939743666126,龙大压榨一级花生油5000ml,,龙大,粮油副食,食用油,粮油米面,食用油,花生油,,168,20,上线,不限购,标品,5000
15761343640734849,,6902952891481,赖茅传承53°500ml,,其他,酒水饮料,酒类,酒,白酒,高度白酒,,470,113,上线,不限购,非标品,500
15761343650735001,,4897036691175,Monster（魔爪）原味(黑魔爪)330ml,,魔爪,酒水饮料,综合饮料,饮料,运动机能饮料,运动饮料,,6.8,302,上线,不限购,标品,330
15761343640734842,,6902952883622,茅台王子酒500ml,,茅台,酒水饮料,酒类,酒,白酒,高度白酒,,270,61,上线,不限购,标品,500
15761343650735090,,6970777546022,贺兰阳光518干红葡萄酒750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,158,11,上线,不限购,非标品,750
15761343660735760,,6970777546015,贺兰阳光417干红葡萄酒750ml,,其他,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,118,12,上线,不限购,非标品,750
15761343640734967,,6948195803997,胡姬花古法花生油5L,,胡姬花,粮油副食,食用油,粮油米面,食用油,花生油,规格:5L（压榨一级）  ,178,11,上线,不限购,标品,5000
15761343650735221,,6947210802526,黑土稻花香袋装东北生态大米10kg,,其他,粮油副食,米面,粮油米面,大米,粳米,,99,16,上线,不限购,非标品,10000
15761343640734962,,6951163620120,一枝笔保健莱阳梨汁245ml,,龙虎,酒水饮料,综合饮料,饮料,果汁饮料,单种果汁饮料,,7.8,468,上线,不限购,标品,245
15761343640734963,,6944312684975,鸥露本色柔润面巾纸270张 3层,,其他,纸类用品,面巾/餐巾纸,居家日用,纸品湿巾,抽纸,,7.2,615,下线,不限购,非标品,300
15761343640734824,,6938483210132,JPLUS铂金5in1发动机燃油系统养护剂汽65ml,,其他,日用百货,,汽车用品,汽车美容/保养,汽车清洗剂/养护剂,,58,1644,上线,不限购,非标品,65
15761343650735059,,6901008277859,华东庄园特选级雷司令干白750ml,,其他,酒水饮料,酒类,酒,葡萄酒,白葡萄酒,,165,12,上线,不限购,非标品,750
15761343660735651,,6913936068577,景芝窖藏礼盒52°480ml*4,,景芝,酒水饮料,酒类,酒,白酒,高度白酒,,178,0,上线,不限购,非标品,1920
15761343660735749,,6922307203318,崂山矿泉水vip尊享330ml,,崂山,酒水饮料,矿泉水,饮料,饮用水,矿泉水,,2.5,484,上线,不限购,非标品,330
15761343640734856,,6903568108741,琅琊台小高白酒71°100ml*4,,其他,酒水饮料,酒类,酒,白酒,高度白酒,,1917,4,上线,不限购,非标品,400
15761343640734862,,6903568108758,琅琊台71°小琅高白酒礼盒75ml*4,,其他,酒水饮料,酒类,酒,白酒,高度白酒,,1797,5,上线,不限购,非标品,300
15761343640734829,,6920774468957,南山庄园至尊干红葡萄酒750ml,,南山庄园,酒水饮料,酒类,酒,葡萄酒,红葡萄酒,,166,332,上线,不限购,非标品,750
15761343640734819,,6902952892587,赖茅传禧53°500ml,,其他,酒水饮料,酒类,酒,白酒,高度白酒,,240,219,上线,不限购,非标品,500
15761343660735897,,6948195814245,胡姬花特香型花生油4.88L,,其他,粮油副食,食用油,粮油米面,食用油,花生油,,172,7,上线,不限购,非标品,4880
15761343650735079,,6934302617021,长白山天泉天然矿泉水430ml,,其他,酒水饮料,矿泉水,饮料,饮用水,矿泉水,,4,515,上线,不限购,非标品,430
15761343640734836,,2000102534739,赖茅品鉴尊享53°375ml,,其他,酒水饮料,酒类,其他,其他,其他,,429,60,上线,不限购,非标品,375
15761343640734964,,6951163600054,一枝笔莱阳梨膏268g,,其他,酒水饮料,综合饮料,冲调,冲饮品,蜂蜜/蜜炼/浓缩果浆,,118,25,上线,不限购,非标品,268
15761343660735892,,6901035616102,青岛啤酒金泰山风光礼盒装500ml*10,,其他,酒水饮料,酒类,酒,啤酒,黄啤,,96,16,上线,不限购,非标品,5000
